operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1759819390592|1759819390593|7|0|12641152
LdbcQuery11|1759819390618|1759819390619|7|0|12667056
LdbcQuery11|1759819390644|1759819390644|7|0|12692960
LdbcQuery11|1759819390670|1759819390671|10|0|12718864
LdbcQuery11|1759819390696|1759819390696|7|0|12744768
LdbcQuery11|1759819390722|1759819390722|8|0|12770672
LdbcQuery11|1759819390747|1759819390747|9|0|12796576
LdbcQuery11|1759819390773|1759819390773|25|0|12822480
LdbcQuery11|1759819390799|1759819390800|9|0|12848384
LdbcQuery11|1759819390825|1759819390826|10|0|12874288
LdbcQuery11|1759819390851|1759819390853|11|0|12900192
LdbcQuery11|1759819390877|1759819390877|9|0|12926096
LdbcQuery11|1759819390903|1759819390903|7|0|12952000
LdbcQuery11|1759819390929|1759819390929|11|0|12977904
LdbcQuery11|1759819390955|1759819390955|12|0|13003808
LdbcQuery11|1759819390981|1759819390981|13|0|13029712
LdbcQuery11|1759819391007|1759819391007|7|0|13055616
LdbcQuery11|1759819391032|1759819391034|10|0|13081520
LdbcQuery11|1759819391058|1759819391058|33|0|13107424
LdbcQuery11|1759819391084|1759819391086|9|0|13133328
LdbcQuery11|1759819391110|1759819391111|10|0|13159232
LdbcQuery11|1759819391136|1759819391136|9|0|13185136
LdbcQuery11|1759819391162|1759819391162|11|0|13211040
LdbcQuery11|1759819391188|1759819391188|8|0|13236944
LdbcQuery11|1759819391214|1759819391214|10|0|13262848
LdbcQuery11|1759819391240|1759819391240|9|0|13288752
LdbcQuery11|1759819391266|1759819391268|11|0|13314656
LdbcQuery11|1759819391291|1759819391291|9|0|13340560
LdbcQuery11|1759819391317|1759819391318|11|0|13366464
LdbcQuery11|1759819391343|1759819391344|9|0|13392368
LdbcQuery11|1759819391369|1759819391369|8|0|13418272
LdbcQuery11|1759819391395|1759819391395|7|0|13444176
LdbcQuery11|1759819391421|1759819391422|10|0|13470080
LdbcQuery11|1759819391447|1759819391447|10|0|13495984
